47,941003445667704
11,440677966101694
8,173076923076923
8,920187793427232
9,90990990990991
10,313901345291482
11,946902654867259
14,68253968253968
11,702127659574469
12,682926829268295
13,942307692307695
16,47058823529412
15,07936507936508
10,994764397905762
17,59656652360515
16,071428571428573
17,299578059071735
14,75409836065574
22,429906542056074
30,45267489711934
19,06779661016949
20
20,704845814977972
21,900826446280984
9,66010733452594
8,345752608047686
1,0561359201010214
26,973684210526304
24,02597402597401
24,150943396226406
26,829268292682922
27,98913043478261
27,01298701298701
28,8135593220339
26,455026455026452
38,28920570264768
26,75781250000001
29,087779690189336
31,060606060606055
29,516539440203566
30,458715596330286
33,16708229426436
31,553398058252434
26,824034334763947
32,476635514018696
32,26600985221676
28,29581993569132
37,22466960352424
34,668721109399115
33,59375000000002
34,27331887201736
33,69803063457333
28,927203065134115
32,46527777777779
34,76297968397293
29,25659472422063
36,591478696741866
27,833001988071576
35,8662613981763
27,865168539325847
35,57692307692308
36,919315403422985
36,298076923076934
33,6267605633803
34,192037470726
36,60531697341514
1,953967873411652
39,130434782608724
38,461538461538474
39,29359823399559
39,31818181818183
37,701149425287376
36,10586011342155
37,39495798319329
42,04946996466429
36,13963039014372
39,13894324853228
40,63670411985019
40,93457943925231
44,15204678362577
37,53799392097263
37,89473684210529
39,06485671191552
39,77900552486185
38,92733564013835
38,986013986013944
39,50073421439064
45,22691705790303
42,196531791907546
29,40639269406396
43,45718901453958
46,30872483221486
22,455089820359294
63,40533672172809
44,427244582043365
43,44624447717232
43,65079365079368
45,98765432098769
39,114391143911384
42,69911504424782
43,375394321766564
48,72204472843455
38,57526881720431
40,51825677267377
30,640913081650574
3,1772428884026294
66,03375527426164
47,050147492625406
47,94303797468356
47,167487684729075
47,26368159203982
43,449197860962556
41,93899782135078
46,28450106157116
45,47872340425535
59,15317559153175
41,228070175438525
42,262895174708746
50,54263565891467
42,5120772946859
42,277691107644216
40,57239057239049
43,88888888888881
46,94167852062583
44,05458089668609
44,15384615384606
41,267787839586
39,54869358669829
42,70516717325219
45,91503267973849
43,018335684061974
44,46601941747568
45,7599999999999
44,236760124610484
77,12602520988102
38,46153846153836
42,428571428571345
48,21683309557768
34,486735870818855
45,496183206106785
49,79209979209976
8,423707440100872
42,632331902718064
46,20596205962051
44,91899852724587
44,52662721893482
43,41926729986424
46,26334519572947
44,70284237726089
44,150417827297936
44,303797468354325
45,123537061118256
48,01536491677329
42,82296650717695
45,02046384720318
48,265895953757116
47,52791068580531
45,66563467492249
47,826086956521614
47,79874213836466
47,29299363057315
46,66666666666657
41,91419141914181
44,07643312101901
46,33027522935767
49,4290375203914
48,31460674157291
46,743295019156996
48,395721925133586
48,165137614678784
49,74789915966376
44,03361344537803
49,115044247787495
57,65069551777431
48,192771084337245
53,766617429837446
9,039548022598854
50,41916167664661
48,94179894179886
48,47801578353994
47,03748488512686
49,999999999999915
47,791619479048634
45,50359712230203
48,13477737665453
50,07132667617679
49,27360774818389
50,66666666666657
1,3991123619831103
56,01118359739039
69,55571740713823
48,38308457711431
47,80821917808209
49,82658959537567
49,999999999999936
49,81226533166448
46,84270952927665
51,15995115995104
50,348027842227225
85,36752136752143
50,785973397823334
61,17850953206246
45,98070739549826
48,45360824742255
52,7167630057803
52,1786492374727
54,1135573580532
48,89380530973441
49,32126696832567
91,83232497839239
53,09941520467824
80,61525495153813
28,368391131324554
52,40431795878307
47,56355932203376
38,85567890691709
49,663677130044725
47,927736450584376
36,273817925194
82,53164556962014
64,63142218912907
88,8933520787303
80,74272588055145
52,36427320490363
49,999999999999964
53,911564625850296
49,52210274790927
54,545454545454554
50,93537414965981
51,92943770672536
51,55155155155141
53,594771241829896
51,326530612244824
52,927669345579694
40,15748031496059
47,11838006230518
53,623188405796974
86,11809045226077
46,600741656365734
52,43393602225318
50,67264573991023
57,38434163701069
11,53327338129494
54,328732747804175
57,26681127982639
53,0419880034275
55,68760611205437
53,11699402220319
53,069719042663785
54,27952329360767
58,39653304442025
54,32330827067662
54,564983888292
53,372093023255744
57,83132530120473
59,30101465614421
54,32801822323453
58,18181818181808
53,76712328767115
54,084798345398
51,63727959697725
52,732793522267094
54,17130144605109
54,984583761562114
52,69749518304422
54,7777777777777
59,789473684210456
60,842105263157784
54,8148148148147
52,14669051878348
54,26621160409552
54,23406279733579
55,05514705882345
13,895321908290835
48,47693646649248
55,47045951859948
57,82442748091597
59,159159159159046
55,61072492552124
59,68222442899691
55,80608793686576
59,52914798206269
51,066666666666684
55,18358531317487
50,3896103896104
56,9676700111482
51,61725067385444
59,59692898272543
55,1965065502182
52,30635335073972
55,73053368328951
52,44596131968142
55,03355704697975
55,55555555555549
32,34542667347978
52,29186155285335
49,13366336633669
55,78406169665811
55,791505791505735
50,799507995080006
51,13636363636368
54,86618004866198
56,61157024793382
90,23390402700717
58,181818181818066
54,21245421245412
53,71809100998887
52,93668954996198
55,17812758906378
50,81585081585091
56,496227996647065
49,15254237288151
53,17972350230426
58,167330677290764
54,873054873054826
55,979643765903276
56,26057529610824
58,08080808080809
56,820156385751474
64,1290322580649
57,00440528634354
55,267558528428026
51,58264947245029
59,012629161883126
57,41626794258365
72,12741751990916
56,41233766233762
58,90878090366585
54,81171548117163
56,2919463087248
57,350427350427346
57,079252003561834
62,510674637062245
4,7313895119085885
58,109280138768405
57,80669144981406
50,16538037486232
58,90168290522584
58,62369337979093
61,53846153846152
58,2551594746716
60,98294884653955
57,43494423791816
55,38057742782143
54,62686567164189
47,89743589743603
50,15739769150065
57,53176043557164
57,96425796425808
56,79824561403556
55,93220338983068
51,39784946236572
22,73677920525851
50,279046169457374
58,76623376623389
57,66721044045684
57,735247208931504
56,27498001598729
53,46756152125296
62,06196038598315
52,884615384615564
95,28453744910476
58,876811594202906
55,70380253502353
58,02728226652694
56,15524560339629
51,565762004175575
52,37603305785144
59,66183574879239
53,046218487395166
57,95275590551191
59,64653902798251
58,65150284321701
55,577047066409
54,76340694006344
52,17391304347846
51,826677994902525
52,07900207900228
59,192439862543026
54,43478260869581
53,18471337579638
53,69565217391323
56,31808278867122
54,279523293608
40,77356970185351
54,85921889191647
53,571428571428804
53,25865580448088
58,91195418754498
10,18853551704441
53,91752577319613
58,73860182370824
60,53639846743318
52,64797507788186
56,232427366448064
53,38114754098384
50,3752345215762
59,23202614379102
51,770334928229914
53,87788778877909
53,87658227848112
60,75757575757608
59,87654320987675
61,37404580152683
61,923583662714464
53,04501323918831
53,31541218638024
55,595667870036316
54,16248746238743
55,52325581395367
53,84615384615409
54,66269841269866
58,707643814027
55,038759689922756
60,58865757358235
53,69127516778549
14,423327258526497
61,03896103896127
53,44664778092568
56,84430512016745
57,409326424870734
56,60770031217507
55,699481865285094
53,408029878618365
53,03030303030331
56,214915797915175
59,70059880239553
56,82788051209119
57,09651257096541
57,64075067024146
68,8657407407415
54,43786982248553
57,115749525617034
60,30428769018009
54,8045602605865
58,882611424984624
67,32904734073678
54,00565504241312
55,57620817843897
48,340874811463365
53,505843071786664
54,846526655896824
88,1773399014772
56,14871306005751
53,45581802274745
52,64069264069294
59,612903225806754
54,75113122171975
55,14307811291596
54,04290429042942
54,77064220183521
52,25965488907174
54,05643738977103
54,44839857651278
55,20121488230853
55,79937304075264
55,209260908281735
54,9180327868855
56,744536548606206
56,25479662317756
55,486381322957456
56,76691729323341
58,122743682310876
56,61124307205097
56,15801704105371
56,167763157895145
57,186081694402766
58,008658008658486
83,53024574669044
56,56488549618353
56,66912306558617
55,80357142857171
66,22247972190073
53,73608903020707
61,76631925397748
55,59729526671724
62,85347043701833
50,23825731790367
55,922469490309
54,50980392156908
55,353241077931855
60,95617529880505
54,78632478632516
61,425843411840056
39,94383994384016
69,5429945880942
51,695419393218764
59,43345804382732
70,77214590241566
54,987633965375515
59,94579945799507
58,08026030368818
60,818713450292904
90,4371584699447
61,931464174455265
57,6818181818187
57,68005098789093
60,53050397878027
56,89773507206628
62,28537596210827
56,07321131447629
58,513931888545315
61,05006105006156
