0.0003,1438
0.0004,1042
0.0005,1664
0.0006,528
0.0006,602
0.0006,1450
0.0007,308
0.0008,176
0.0008,190
0.0008,844
0.001,272
0.001,276
0.001,347
0.001,1124
0.001,1743
0.0011,33
0.0011,120
0.0011,231
0.0011,880
0.0012,436
0.0013,566
0.0014,94
0.0014,1150
0.0014,1796
0.0015,782
0.0015,1691
0.0016,1859
0.0017,1276
0.0018,575
0.0018,1526
0.0019,943
0.0019,1846
0.002,74
0.0021,1506
0.0021,1981
0.0022,1383
0.0022,1848
0.0024,107
0.0025,1189
0.0027,1081
0.0028,394
0.0029,556
0.0032,1878
0.0033,514
0.0034,1627
0.0034,1704
0.0037,1015
0.0037,1971
0.0038,291
0.0039,341
0.0039,467
0.004,965
0.004,1576
0.0048,944
0.0049,1659
0.005,460
0.005,709
0.005,1155
0.0052,1002
0.0053,261
0.0053,1711
0.0054,1297
0.0054,1896
0.0055,716
0.0056,1698
0.0057,48
0.0057,1358
0.0057,1928
0.0058,68
0.006,690
0.006,1777
0.0062,1462
0.0063,705
0.0063,1868
0.0065,915
0.0067,1607
0.0068,82
0.0068,980
0.0069,171
0.007,511
0.007,1096
0.007,1140
0.0072,875
0.0072,979
0.0072,1020
0.0072,1135
0.0074,656
0.0074,981
0.0075,812
0.0077,840
0.0077,1018
0.0079,805
0.008,1112
0.0081,718
0.0081,769
0.0082,254
0.0083,1685
0.0084,78
0.0085,305
0.0085,895
0.0085,1212
0.0085,1285
0.0085,1782
0.0087,494
0.0087,849
0.0087,1113
0.0087,1949
0.009,1320
0.0091,127
0.0092,1937
0.0095,58
0.0096,1580
0.0097,1515
0.0098,1204
0.0101,1633
0.0102,570
0.0102,1914
0.0103,469
0.0103,1874
0.0104,299
0.0104,1145
0.0106,45
0.0107,181
0.0107,756
0.011,547
0.0112,1375
0.0112,1604
0.0113,1087
0.0113,1870
0.0114,322
0.0115,1091
0.0116,1335
0.0116,1701
0.0117,421
0.0117,476
0.0117,1157
0.012,109
0.012,947
0.012,1821
0.0123,142
0.0124,1036
0.0124,1464
0.0127,1225
0.0129,22
0.013,583
0.0132,1249
0.0133,1073
0.0133,1077
0.0134,960
0.0135,426
0.0135,1697
0.0136,829
0.0137,293
0.0137,619
0.0137,1325
0.0137,1351
0.0138,1980
0.0139,1352
0.014,38
0.014,90
0.014,216
0.0142,489
0.0143,1029
0.0145,916
0.0149,1312
0.0149,1578
0.0151,23
0.0154,1428
0.0154,1959
0.0156,1781
0.0158,1645
0.0158,1863
0.016,956
0.0162,1092
0.0162,1742
0.0164,129
0.0165,1308
0.0166,301
0.0166,894
0.0167,712
0.0167,1795
0.0168,194
0.017,1714
0.0171,382
0.0172,1566
0.0172,1694
0.0173,818
0.0173,847
0.0173,1028
0.0174,1653
0.0176,1640
0.0177,696
0.0178,412
0.0179,118
0.0179,133
0.0182,251
0.0184,62
0.0185,1769
0.0185,1992
0.0186,1900
0.0188,1549
0.0189,302
0.019,1625
0.0193,434
0.0193,733
0.0193,1603
0.0195,98
0.0195,1842
0.0197,819
0.0199,443
0.0201,157
0.0201,682
0.0202,1657
0.0203,186
0.0203,604
0.0203,1001
0.0207,1611
0.0209,461
0.0209,1423
0.021,1879
0.021,1952
0.0211,376
0.0211,997
0.0213,870
0.0213,1567
0.0215,1414
0.0215,1437
0.0216,1763
0.0218,1338
0.0219,1661
0.0221,435
0.0222,1336
0.0226,811
0.0226,1544
0.0227,795
0.0227,1649
0.0228,1908
0.0229,50
0.023,37
0.023,1179
0.023,1257
0.023,1778
0.0232,112
0.0232,1062
0.0232,1671
0.0233,309
0.0234,162
0.0234,853
