1;222
1;1255
1;1460
2;384
2;390
2;798
2.9999999999999996;1017
2.9999999999999996;1751
2.9999999999999996;1919
4;108
4;296
4;1801
5;818
5;1206
5;1545
5.999999999999999;1016
5.999999999999999;1461
5.999999999999999;1677
7;1623
7;1728
8;46
8;519
8;946
8;1552
9;598
11;374
11.999999999999998;169
11.999999999999998;1085
11.999999999999998;1609
15;89
15;1923
16;551
16;1282
16;1622
17;910
18;911
19;64
20;680
20;1096
20;1833
21;421
21;593
23;207
23;1810
25;557
26;942
26;993
26;1205
26;1386
26;1720
27;1193
28.999999999999996;1463
30;1290
30;1914
31;837
31;1592
32;42
32;344
32;1251
34;1878
35;1279
36;1222
37;59
38;335
39;1868
40;404
41;877
42;1501
44;412
44;1003
44;1142
44;1439
44;1494
45;845
45;1665
47;934
47;1283
49;692
49;721
50;714
52;1449
52;1858
54;18
54;41
54;1993
55;654
55;1631
55;1981
57;1635
57;1966
59;611
59;1480
59;1558
60;919
60;1105
61.00000000000001;972
64;585
66;77
66;343
66;928
66;1913
67;1100
67;1262
67;1675
68;852
68;1645
69;145
69;1917
72;631
73;466
74;891
74;1097
75;1235
76;212
76;1568
76;1602
77;480
77;1703
78;370
79.00000000000001;367
79.00000000000001;1392
79.00000000000001;1870
80;258
82;873
82;961
82;1898
84;208
84;1089
84;1578
85;1184
86;747
86;1191
88;637
89;1181
89;1281
89;1302
90;1565
91;1307
91;1428
94;455
94;780
94;1964
94;1983
95.99999999999999;431
95.99999999999999;1252
97;990
100;209
100;289
100;339
100;979
100;1834
101;1240
103;562
104;407
105;439
105;888
105;1271
106;630
107;795
109;128
109;871
110;284
110;619
115;321
115;1900
115.99999999999999;382
115.99999999999999;570
118;821
119.00000000000001;224
119.00000000000001;560
119.00000000000001;565
120;241
121;1479
122.00000000000001;450
122.00000000000001;1090
123;729
125;1065
125;1502
126;178
126;383
126;767
126;1688
127;297
127;462
129;1848
129;1899
130;716
130;748
130;1034
130;1195
131;33
131;1549
133;1547
133;1641
133;1767
134;1361
135;386
135;482
137;1772
138;539
140;1912
142;232
143;61
145;1270
146;419
147;53
147;900
148;1652
149;162
149;1194
150;1556
151;734
151;1095
153;448
153;1985
154;111
154;1691
154;1799
155;1203
157;119
159;645
159;1272
160;425
160;647
160;674
161;1895
162;271
162.99999999999997;664
162.99999999999997;718
165;960
166;788
167;1187
168;487
168.99999999999997;578
168.99999999999997;1147
168.99999999999997;1320
171;624
172;1046
172;1721
172;1890
173;1571
173;1784
174;858
175.00000000000003;304
177;237
177;1808
178;1176
178;1950
179;1902
181.00000000000003;745
182;130
184;283
184;1753
185;174
185;684
185;1094
185;1825
187;618
187;635
190;1008
191;1406
191;1839
193;1337
195;1014
196;167
196;1038
199;1238
200;158
200;775
201;1427
202;57
202;236
203;505
203;1452
203;1640
204.00000000000003;227
205;925
205;1078
205;1247
208.99999999999997;532
210;1865
212;30
212;273
214;98
214.99999999999997;28
218;510
218;608
218;1709
219;82
222;953
222;1083
222;1417
222;1930
223;1516
224;735
224;1529
225;13
225;531
225.99999999999997;1638
227.00000000000003;54
227.00000000000003;1708
228;1534
229;402
229;1962
231.99999999999997;1882
233;1183
235;217
235;1223
236;1474
236;1782
237;114
237;518
238.00000000000003;681
238.00000000000003;1644
239;1948
240;1458
241;1892
243;1937
244.00000000000003;230
244.00000000000003;543
245;639
246;1586
247;1180
247;1475
248;509
250;113
252;109
252;1324
253;1232
254;488
256;558
257;568
257;1213
258;199
258;573
258;1381
259;991
260;189
260;508
261;1857
265;627
268;1668
268;1862
269;792
270;1596
271;809
271;1702
272;4
272;1291
273;1048
274;314
274;1629
274;1939
275;1886
277;1527
277;1817
278;1539
279;649
280;1054
280;1391
282;205
282;303
287;903
288;409
288;1035
288;1837
289;1110
290;1189
291;851
292;537
293;415
293;449
293;784
294;423
294;1786
297;182
298;1052
299;20
299;728
300;38
300;396
302;1445
302;1864
303;1526
304;1771
304;1872
305;834
306;814
306;1237
308;616
309;1418
311;1579
311;1724
313;313
313;1139
314;1818
315;1012
316.00000000000006;1093
316.00000000000006;1704
318;1679
320;479
320.99999999999994;989
322;500
322;1811
323;73
324;124
324;1434
324;1658
325;1725
325.99999999999994;673
329;233
332;1860
334;612
335;1497
336;1357
336;1448
337;72
337;220
337;254
340;231
340;1412
342;441
346;1606
347;1879
350.00000000000006;352
350.00000000000006;1438
351;244
351;823
351;1931
352;125
352;1889
353;204
353;1440
354.99999999999994;1423
356;924
357;1850
358;1335
358;1432
360;354
360;688
361;392
363;1123
364;1207
364;1633
366;165
366;1570
368;522
369;872
370;1763
371;1365
371;1777
371.99999999999994;31
371.99999999999994;245
373;242
376;1374
378;215
379.00000000000006;576
380;1295
381;90
381;1863
382;1126
383.99999999999994;1707
385;51
385;66
386;443
386;1661
388.99999999999994;1334
390;1297
395;290
395;1109
399;1009
399;1537
400;587
400;1659
400.99999999999994;1026
402;457
403;521
403;581
403;1832
404;1263
408.00000000000006;27
408.00000000000006;827
408.00000000000006;905
409;49
409;1719
411;1680
412;759
412;1628
413.00000000000006;514
415;1319
416;703
417;389
417;411
420;720
424;36
424;1550
425.00000000000006;793
425.00000000000006;1942
426;368
426;1925
429.99999999999994;142
429.99999999999994;1050
432;592
433;861
433;1666
434.99999999999994;554
434.99999999999994;1766
436;1336
436;1601
436;1975
438;10
439;936
439;1823
444;1244
444;1321
445;12
445;1874
446;494
446;1947
451;211
451;1958
451.99999999999994;1402
453;1611
454.00000000000006;355
457;493
457;1059
460;963
461;340
461;512
465;589
466;676
468;1522
470;755
472;1013
473;1678
474;1585
475;239
475;1144
475;1903
477;583
479;1136
480;1969
480.99999999999994;371
480.99999999999994;1120
480.99999999999994;1819
482;318
483;575
484;1813
485;309
485;785
485;1260
487;1643
489;333
491;876
492;1415
492.99999999999994;1575
494;1580
494;1749
495;868
496;848
497;1161
497;1379
497;1918
497.99999999999994;648
497.99999999999994;691
500;1186
500;1482
500;1885
502;656
502;777
503;1965
504;1385
505.00000000000006;978
505.00000000000006;1977
506;1155
506;1538
507;287
511;1791
514;1202
514;1761
515;196
515;213
515;1750
518;1294
518;1451
519;556
519;1230
522;1371
523;52
523;326
524;1135
525;40
527;644
531;1164
532;1002
536;1997
541;663
543;1273
544;1715
546;1980
547;666
547;820
547;913
549;1754
551;188
554;1796
555;79
555;294
557;1387
558;1735
562;1938
564;1653
566;1258
567;1705
570;764
573;511
573;1481
575;332
575;1701
576;1007
576;1776
577;566
577;844
582;445
582;1881
584;1573
584;1991
585;1200
588;190
588;1457
591;1088
592;180
592;1729
596;1344
597;1514
599;350
602;385
602;906
604;452
606;853
608;1752
609;599
609;609
610;710
614;1257
615;1325
616;78
618;633
619;1021
621;353
621;1681
623;1274
624;260
625;694
626;62
626;1333
627.0000000000001;1265
628;1915
629;1405
630;738
632.0000000000001;1499
636;1780
637.0000000000001;1906
638;70
638;628
643;1951
644;1332
646;1102
650;885
651;442
654;1690
657;1617
660;588
660;1303
663;1115
664;617
664;943
665;1737
667;1248
668;247
668;726
671.0000000000001;1410
673;658
673;1731
674;1998
675.9999999999999;629
675.9999999999999;774
675.9999999999999;1768
677;507
680;831
682;550
683;1924
684;223
685;804
686;561
691;1363
691;1992
692;743
692;1519
694;1577
695.0000000000001;1847
698;555
700.0000000000001;1692
706;428
709.9999999999999;131
713;1593
714;1803
714.9999999999999;1994
718;797
719;323
719;1220
721;842
722;1075
723;1221
728;1037
729.0000000000001;481
732;667
732;679
732;693
732;1259
734.0000000000001;1506
735;955
738;1610
738.9999999999999;1309
740;1723
742;133
743;1488
745;1843
747;173
747;278
748;143
748;288
751;1159
751;1215
754;164
756;1646
756;1730
757;1001
762;1241
762;1444
763.0000000000001;214
763.0000000000001;473
763.0000000000001;1243
764;1341
765;704
767;985
767;1086
770;802
771;1425
772;715
772;1978
772.9999999999999;893
777;306
777.9999999999999;1057
780;1694
781;23
781;559
783;1957
787.0000000000001;1822
790;1239
793;1218
795;1328
796;1431
796.9999999999999;1663
798;826
799;468
801;492
801;1967
803;5
804;19
804;1354
806.9999999999999;435
809;413
811;197
813;1563
814;999
815;1800
819;469
819;1446
820;1910
821.0000000000001;176
822;722
823;725
825;426
825;948
827;380
829;1477
830.9999999999999;403
832;243
834;195
835;1612
837;1664
840;984
840;1067
840.9999999999999;1940
843;883
843;965
843;1182
844;1574
845;1478
847;1824
849;1104
850.0000000000001;1137
850.0000000000001;1748
859;1624
859.9999999999999;1884
867;1814
868;1936
871;1082
874;773
877;997
877;1293
878;1188
878;1615
878;1642
882;1685
886;957
889.0000000000001;267
893.9999999999999;855
896;607
897;11
897;1360
900;1224
903;121
903.9999999999999;1141
906;81
906;1740
907;1170
908.0000000000001;1111
908.0000000000001;1710
909;1383
911;1158
912;157
914;1765
915;758
916;418
920;1871
924;96
924;1150
926;753
926;1043
927;542
927;1346
929;1348
930;1073
931;1006
931;1759
932;257
932.9999999999999;506
936;857
937;966
939;60
942.0000000000001;730
948;1928
949;319
949;451
955;461
956;460
958;1403
961.9999999999999;1133
963;465
965;1000
966;1684
968;43
970;56
973;281
976.0000000000001;76
976.0000000000001;1512
978;272
978;1849
979;1781
982;862
988;117
993;712
994;567
995.9999999999999;739
997;1932
1003;1619
1003;1830
1004;1114
1004;1671
1005.0000000000001;1867
1006;895
1006;1557
1006;1758
1009;1080
1013;975
1016;1156
1018;347
1024;1591
1025;1683
1025;1946
1026;161
1026;776
1026;1561
1026;1630
1034;228
1035;1844
1041;366
1041;437
1041;1308
1042;126
1043;1798
1044;1316
1045;433
1045;535
1045;1618
1049;547
1051;1414
1053;1986
1054;1687
1056;467
1057;796
1058;899
1060;1028
1060;1845
1061;768
1062;800
1065;1700
1065;1722
1067;1851
1068;136
1068;334
1068;357
1069;1443
1070;723
1070;840
1070;1416
1072;1312
1073;988
1079;1153
1083;100
1083;1447
1084;1670
1085;563
1085;1177
1088;168
1091;625
1091;1594
1094;632
1094;1154
1096;740
1099;1352
1100;744
1102;967
1102;1783
1104;1566
1105;440
1105;582
1114;548
1121;495
1122;3
1125;147
1126;1548
1129;1511
1131;1546
1133;24
1138;1106
1139;1005
1140;596
1141;824
1142;1760
1144;1603
1151;1697
1153;279
1154;1250
1156;1022
1157;1660
1159;833
1162;252
1165;1018
1165;1025
1165;1233
1170;497
1171;806
1175;841
1182;328
1182;1421
1184;171
1185;1669
1186;863
1187;280
1189;307
1191;1840
1193;1168
1195;302
1196;381
1197;1027
1201;135
1202;732
1203;1343
1203;1495
1204;1317
1206;1927
1207;1543
1208;971
1211;546
1211;1071
1214;398
1214;941
1216;87
1216;478
1217;839
1218;1301
1218;1960
1219;552
1220;719
1226;830
1226;1456
1229;420
1240;1509
1240;1743
1242;1055
1245;600
1248;112
1248;652
1248;698
1248;923
1260;338
1261;1654
1263;606
1263;1069
1263;1286
1266;141
1267;1952
1269.0000000000002;295
1271;255
1271;682
1272;964
1279.0000000000002;1756
1280;1590
1283.9999999999998;1396
1285;1935
1287;1769
1288;856
1292;1487
1293;1231
1293.9999999999998;263
1293.9999999999998;1388
1296;1175
1297;952
1298.9999999999998;1042
1300;300
1300;1275
1302;1424
1310;1916
1312;1564
1317.0000000000002;976
1318;1217
1321;394
1321;1959
1326;520
1328;1826
1331;750
1332.0000000000002;1634
1332.0000000000002;1714
1336;1888
1341;498
1343;1174
1346;1528
1350;1127
1351;1072
1351;1588
1351;1636
1351.9999999999998;1600
1356;1726
1359;1471
1359;1523
1360;416
1361;140
1361;595
1361.9999999999998;1716
1364;477
1366;360
1366.9999999999998;1368
1369;1956
1370;249
1370;1128
1371;571
1371;1442
1373;9
1378;1470
1380.0000000000002;597
1380.0000000000002;1464
1381;387
1381;456
1382;969
1382;1955
1385.0000000000002;706
1387;329
1387;867
1388;687
1392;153
1395.0000000000002;395
1396;183
1400.0000000000002;1408
1403;1429
1403;1507
1404;39
1404;614
1407;778
1407;1672
1408;980
1409;1804
1412;1604
1419;1278
1421;549
1423;337
1429;1064
1429.9999999999998;530
1437;525
