BubbleSort;ABCSort
16844;10508
24715;13836
21833;11162
19628;15053
20872;12572
30513;13278
27593;15381
19295;13287
22973;15598
28317;11900
25175;15335
18080;12759
19893;11655
18864;14608
20357;14220
23714;15164
20473;14021
56865;20371
34845;15503
21722;12669
22952;11537
19606;10740
24023;10963
23647;14042
18661;12705
20081;10906
19038;14370
19760;11387
25805;12183
23714;13420
29664;16608
23755;12729
19197;12714
19636;11120
16895;9901
16765;9560
24736;14441
18892;13110
21553;13026
19682;10120
18754;11974
19634;13866
22004;10862
21013;10672
21098;12150
26823;11705
21582;11009
20816;11214
23009;10269
18965;11163
23782;10122
23359;11020
18840;9787
18651;9985
18843;10133
24880;13488
41190;14910
24398;14488
25312;13423
25187;12446
21287;17779
42034;14569
27904;18366
35891;26760
26905;14858
22765;12764
23846;11785
22257;12538
23768;14452
23180;13149
23244;14164
25366;11741
25956;12355
23560;12302
22109;12545
22469;11918
26455;10945
27296;10805
27072;13134
26927;12586
24125;11771
23982;12025
25503;10985
26412;10736
22196;12485
24240;11724
30264;11995
26555;13376
25934;11879
27001;12146
27267;13066
25739;15479
29121;11556
25734;13353
24369;12993
29569;15562
28180;13613
27775;12565
24779;11383
24577;11825
26980;14683
30172;13001
28422;14092
30257;11415
33575;12609
27066;13230
27391;13822
27661;12716
29265;13135
27413;17246
28625;11845
31060;14355
25649;12313
26344;11971
25541;12013
27345;12932
33170;14200
30974;12011
33025;14347
26355;12260
34637;16645
29366;12128
26202;12711
33180;15156
34374;13836
27356;12729
33302;13441
27423;12609
27116;13259
27151;12227
27272;12831
27513;12657
28259;13052
27768;12727
27630;16361
33045;14304
34211;13922
30054;13275
32322;16599
28335;12835
27929;12582
28599;13089
33610;13264
29980;13510
31958;16933
37687;13197
30070;13498
33276;13110
29463;13394
38787;15955
34902;13393
29335;13429
29531;13281
30611;14413
32590;13392
30533;13294
30631;14632
31900;13692
31337;13865
37916;13686
35352;14248
44596;16327
37482;15982
35796;13554
40335;20313
37346;14525
34398;15859
38563;14736
32204;14611
45073;15171
39423;15100
33079;15503
37575;14783
39073;15529
37796;20066
34807;14710
33366;18900
36806;16103
38309;17557
35974;16482
35870;16934
35034;14437
34537;15404
35248;14554
34408;15205
45798;18555
38287;17447
37376;15931
35813;15673
35392;15084
35540;16200
36786;15300
37089;20277
46294;17224
44092;15759
40324;15391
35955;14837
36323;15373
36397;15693
42996;16738
40381;16337
41147;15422
44616;18827
41360;18277
43439;15815
37797;16573
38210;15512
41599;16160
40203;16182
39177;15957
38643;15660
42705;17180
37591;16259
37652;16238
40100;19411
41750;16902
39444;15614
39204;16801
39721;21442
40262;16145
43818;15881
50141;16678
45404;17308
45388;16063
44598;16260
40432;17335
46428;16670
48381;18704
49325;17071
44523;17591
41729;16439
41749;16310
41630;16654
41575;16639
42040;18672
43717;18115
43619;16950
42254;17095
42321;17100
42786;17348
48039;17156
45745;17690
49548;17814
50446;20167
45979;20094
50872;17060
49288;17107
49556;17482
47160;17833
48316;22652
51305;19527
50894;17106
46836;19896
52259;18023
52558;20417
45144;17391
55223;20623
50153;17527
44510;18087
44784;19881
55216;20620
51517;17541
52162;17311
46138;17972
55702;19105
62025;18482
55273;20688
49825;20935
47352;17921
47370;17592
48328;18459
54922;20014
52789;17588
56761;19728
50332;18208
48068;18365
48206;18799
54436;22399
51190;18077
50799;21279
51931;20307
49020;18393
49721;19870
57277;19309
54971;19063
59592;19001
54063;22640
54175;20142
54896;26217
61669;18742
56560;19134
50996;19053
50952;19077
60275;24189
61081;19178
50881;19084
51398;19550
51776;18959
52779;23911
59117;22951
55923;19052
52592;19862
57629;19418
56692;19339
60429;20609
64175;21459
55572;20319
62139;19446
57549;22999
62388;21709
54800;19588
54110;19235
54289;21829
58015;22245
65781;20183
63404;19686
62974;20358
60324;19047
54578;19666
67870;24348
59812;20000
60417;26213
71441;19756
62988;22179
61428;24080
60497;20462
57472;20528
57134;19840
65526;22365
57967;19766
56348;20009
62857;20801
62697;20470
56821;26760
61803;23918
63331;20375
70091;20351
64811;21070
61920;22108
59867;20444
59734;21557
59789;21095
71986;25403
70556;28149
63890;20671
75161;23904
64457;20708
65615;21990
66839;21209
71254;25807
69568;21539
61575;21745
64884;23890
69815;21316
72420;21360
68052;21365
66402;28350
67926;21468
72454;21172
77727;24279
71783;23514
68305;22228
69334;21526
67524;21721
63843;21845
83524;21803
68150;21725
67741;21846
71992;22420
67311;27394
71858;29104
69458;21565
72497;31619
76907;24469
74475;29221
72302;22440
67432;23239
80000;27007
73061;26125
69627;22660
66526;22254
66934;22360
69250;28993
76640;22508
75856;22894
79050;27341
73733;28046
69249;22843
67638;22502
69366;22637
71411;26676
77430;23088
78061;24298
81052;23209
74738;23055
73017;23141
74087;28383
80839;23023
75058;23382
73383;22966
74666;27108
72480;23416
70972;26117
83302;23600
80444;23707
84017;23748
72120;23974
74834;23768
78045;24631
76379;23113
77185;25066
97197;24328
73641;24424
73418;23614
73817;26479
89060;26219
77851;27966
80242;24268
75015;26475
76748;24278
75826;24327
74926;24578
81748;28126
84725;24411
84220;26841
78597;25071
77974;25451
87087;31079
77913;24644
86129;24881
80870;24601
82301;24149
87643;24746
81770;24796
90025;25186
86399;24869
82194;29715
80009;26273
87202;25216
83369;27484
82176;25296
92636;28930
83655;24436
88747;25964
83953;27156
90058;25146
86175;25825
91890;24772
87438;25926
92878;28703
81714;25864
84878;28086
101248;29311
88097;25469
91270;25164
89111;28882
95109;31240
86127;27096
83165;25807
88604;25980
91299;26857
87565;30155
102059;32926
88250;29221
87606;26129
84294;26619
95287;26222
87586;25222
89992;27171
87641;26817
89243;26193
86664;26417
86094;27472
94405;26301
86875;27149
96989;29052
102904;27027
90959;26540
85743;26083
101428;28723
90752;28222
91719;26608
88113;27505
92843;28237
88771;26954
94356;26685
101259;28452
98303;27072
89746;26796
90568;31601
100223;27566
94675;27552
88838;31977
100049;26973
102292;27402
98041;27595
94867;27361
91876;27421
92123;27445
99187;28754
98499;27879
92854;29077
97287;29548
100547;26895
99806;27500
118305;37250
126603;31953
107090;28113
94589;32159
119926;32545
100973;27482
93362;33565
108551;35553
107839;30120
111606;32993
100511;29854
102161;28000
110156;32706
104089;28716
96825;28170
97765;29873
106564;28911
108070;28209
103299;35593
103840;28436
103093;29332
98159;28662
110728;28799
104849;29508
99093;29055
110967;29263
102062;33232
107989;33386
110583;28436
102908;29090
98862;35441
106337;29778
105085;28886
106381;29586
110729;29347
101805;29018
101836;29815
107786;29142
100598;29049
101475;34871
116228;36000
102880;29317
101705;29332
112767;30128
109539;37319
117152;35617
110065;29475
102643;29435
106269;39188
122276;30341
103476;29413
115837;32616
107514;32499
111264;29763
113540;31329
110604;29890
104597;35763
115458;30270
126141;29789
112632;32490
118706;35868
110475;30895
113908;36518
109849;31225
109814;31075
116320;33511
117375;30977
114791;30744
126809;32490
112445;31164
127036;31542
116251;36025
110743;36365
125312;31989
115532;30861
117029;31253
122657;31467
111604;30989
112530;31997
124996;38517
110106;30890
121370;32879
114854;31403
113940;31534
127603;33484
123368;31622
114148;32097
121493;31722
122222;32300
127632;34360
127070;32177
120372;32060
130007;33421
127203;32419
124783;32808
124550;31737
118407;34486
130938;34829
122030;31707
115490;33875
135046;37010
120259;32200
130491;33302
120989;37735
120814;32462
132872;33036
128589;32499
131108;34683
126004;33186
126977;33921
125846;33283
120500;32771
121567;34256
126752;32263
124800;32738
125699;34242
130830;32885
125743;34353
142622;34809
125684;32706
133392;33992
127312;38089
141675;35086
133171;34106
124779;33879
129213;42302
128637;34096
129046;39401
138218;34299
128069;33493
131022;34776
129981;34835
138748;36778
133384;38239
139244;34279
140521;35931
127417;34138
133623;34352
138855;39783
129510;40990
139761;34572
138458;34591
138639;37063
128436;34520
132138;33792
142247;42090
137387;34081
138811;35665
131839;38175
138154;37419
132309;39600
138191;37346
144424;35636
133837;39038
146758;34617
136300;34949
141624;35924
136254;36963
137517;38579
136977;35509
134023;35401
148295;35938
143463;36251
157056;36924
137521;34732
145244;41382
138485;35729
152133;37664
158472;35375
136626;36679
144766;40321
141104;37210
144110;42962
138509;35983
145081;40194
150193;35446
136178;36389
148905;36142
